label,feature
3,2:1 65:1.0 66:1.0 67:1.0 57:1.0 1213:1.0 7775:1.0 7776:1.0 7777:1.0 7778:1.0 7779:1.0 7780:1.0 831:1.0 3608:1.0 17641:1.0 380:1.0 103:1.0 104:1.0 107:1.0 109:1.0 2934:1.0 2935:1.0 15595:1.0 15596:1.0 477:1.0 478:1.0 1394:1.0 15599:1.0 15600:1.0 1445:1.0 162:1.0 27113:1.0 17659:0.5 17659:0.5 15623:1.0 15624:1.0 3060:0.5 3061:0.5 204:1.0 74021:1.0 
3,3:1 1220:1.0 7781:1.0 7782:1.0 71:1.0 821:1.0 3600:1.0 3601:1.0 17636:1.0 17637:1.0 17638:1.0 17639:1.0 831:1.0 1269:1.0 4321:1.0 105:1.0 103:1.0 98:0.5 104:1.0 106:1.0 399:1.0 4197:1.0 13057:1.0 446:1.0 976:1.0 17645:1.0 15606:1.0 15606:1.0 4370:0.5 4370:0.5 18805:1.0 17670:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
3,3:1 828:1.0 3606:1.0 17640:1.0 71:1.0 821:1.0 1261:1.0 1262:1.0 4316:1.0 4317:1.0 4318:1.0 4319:1.0 327:1.0 3180:1.0 3181:1.0 105:1.0 103:1.0 389:1.0 107:1.0 109:1.0 1962:1.0 4339:1.0 1026:1.0 3279:1.0 3280:1.0 17652:1.0 17652:1.0 3369:0.5 3369:0.5 57945:1.0 4386:1.0 4387:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
14,3:1 828:1.0 1267:1.0 4320:1.0 71:1.0 317:1.0 353:1.0 3173:1.0 3174:1.0 3175:1.0 3176:1.0 3177:1.0 327:1.0 7941:1.0 22420:1.0 105:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 381:0.5 103:0.3333333333333333 101:0.16666666666666666 1329:1.0 398:1.0 441:1.0 3236:1.0 2570:1.0 3278:1.0 4358:1.0 4358:1.0 57919:1.0 93514:0.5 93514:0.5 3418:1.0 3419:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
10,14:1 324:1.0 3178:1.0 3179:1.0 71:1.0 317:1.0 353:1.0 7934:1.0 19927:1.0 22416:1.0 22417:1.0 22418:1.0 853:1.0 13352:1.0 13353:1.0 390:1.0 391:1.0 381:0.6666666666666666 98:0.3333333333333333 389:1.0 1332:1.0 954:1.0 1363:1.0 47279:1.0 47280:1.0 93466:1.0 93467:1.0 93468:1.0 462:1.0 7272:1.0 30382:1.0 56004:1.0 93476:1.0 93477:1.0 93478:1.0 3325:1.0 3325:1.0 13396:0.5 13396:0.5 93527:1.0 93528:1.0 1108:0.5 1109:0.5 204:1.0 
9,10:1 324:1.0 7939:1.0 22419:1.0 264:1.0 843:1.0 2206:1.0 13345:1.0 13346:1.0 13347:1.0 13348:1.0 13349:1.0 327:1.0 361:1.0 7498:1.0 1330:1.0 388:1.0 391:0.5 1329:1.0 398:1.0 434:1.0 2706:1.0 13357:1.0 13358:1.0 446:1.0 483:1.0 1438:1.0 1439:1.0 93496:1.0 93496:1.0 7630:0.5 7630:0.5 13411:1.0 13412:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
10,9:1 850:1.0 13350:1.0 13351:1.0 71:1.0 317:1.0 353:1.0 354:1.0 7493:1.0 7494:1.0 7495:1.0 7496:1.0 853:1.0 3145:1.0 3146:1.0 390:1.0 391:1.0 1331:0.75 381:0.5 98:0.25 96:1.0 685:1.0 3247:1.0 4410:1.0 7395:1.0 2320:1.0 2321:1.0 7567:1.0 13381:1.0 13381:1.0 3353:0.5 3353:0.5 7632:1.0 10058:1.0 7659:1.0 748:0.5 749:0.5 204:1.0 40483:1.0 212:1.0 
7,10:1 324:1.0 359:1.0 7497:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 1223:1.0 4308:1.0 12541:1.0 1330:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 3225:1.0 3269:1.0 7599:1.0 7599:1.0 7600:1.0 12697:0.5 12698:0.5 63157:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 
19,7:1 850:1.0 3143:1.0 3144:1.0 57:1.0 1213:1.0 3592:1.0 4301:1.0 12536:1.0 12537:1.0 12538:1.0 12539:1.0 1858:1.0 2638:1.0 21331:1.0 97:1.0 1329:1.0 396:1.0 1372:1.0 6823:1.0 12574:1.0 12575:1.0 143:1.0 2721:1.0 12606:1.0 12607:1.0 3309:1.0 3309:1.0 63135:1.0 21448:0.5 21448:0.5 12730:1.0 12731:1.0 12732:0.5 12733:0.5 618:1.0 
10,19:1 1220:1.0 4306:1.0 12540:1.0 57:1.0 1848:1.0 2630:1.0 2631:1.0 9887:1.0 21327:1.0 21328:1.0 21329:1.0 831:1.0 4724:1.0 4725:1.0 391:1.0 104:1.0 1332:1.0 399:1.0 415:1.0 21353:1.0 21354:1.0 21355:1.0 21356:1.0 21357:1.0 21358:1.0 21359:1.0 21360:1.0 477:1.0 1431:1.0 21381:1.0 21382:1.0 21383:1.0 21384:1.0 21385:1.0 21386:1.0 21387:1.0 21388:1.0 12651:1.0 12652:1.0 4863:0.5 4863:0.5 21468:1.0 21469:1.0 5116:0.5 5117:0.5 204:1.0 
3,10:1 1855:1.0 2636:1.0 21330:1.0 71:1.0 821:1.0 3600:1.0 4717:1.0 4718:1.0 4719:1.0 4720:1.0 4721:1.0 92:1.0 7950:1.0 55998:1.0 1330:1.0 103:1.0 382:1.0 107:1.0 423:1.0 4772:1.0 703:1.0 1980:1.0 21419:1.0 21419:1.0 56915:0.5 56915:0.5 4904:1.0 4905:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
6,3:1 828:1.0 4722:1.0 4723:1.0 26:1.0 85:1.0 254:1.0 7943:1.0 28047:1.0 55994:1.0 56888:1.0 56889:1.0 350:1.0 868:1.0 869:1.0 105:1.0 381:1.0 391:0.5 389:1.0 107:1.0 423:1.0 5958:1.0 14080:1.0 46597:1.0 984:1.0 3625:1.0 22476:1.0 22477:1.0 4828:1.0 4828:1.0 1094:0.5 1094:0.5 56931:1.0 56932:1.0 197:0.5 198:0.5 204:1.0 16257:1.0 
9,6:1 236:1.0 7948:1.0 55997:1.0 264:1.0 340:1.0 672:1.0 861:1.0 862:1.0 863:1.0 864:1.0 865:1.0 92:1.0 3720:1.0 17353:1.0 383:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 101:0.5 381:0.3333333333333333 888:0.16666666666666666 99:1.0 398:1.0 954:1.0 955:1.0 956:1.0 451:1.0 1024:1.0 1025:1.0 56901:1.0 56901:1.0 19732:0.5 19732:0.5 1137:1.0 1138:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
4,9:1 347:1.0 866:1.0 867:1.0 26:1.0 85:1.0 86:1.0 3713:1.0 10859:1.0 17349:1.0 17350:1.0 17351:1.0 44:1.0 377:1.0 9356:1.0 390:1.0 98:1.0 103:0.5 106:1.0 1372:1.0 3241:1.0 10869:1.0 19670:1.0 19671:1.0 19672:1.0 148:1.0 9519:1.0 19685:1.0 19686:1.0 19687:1.0 19688:1.0 1060:1.0 1060:1.0 19746:1.0 19747:1.0 1575:0.5 1576:0.5 204:1.0 212:1.0 6130:1.0 
11,4:1 236:1.0 3718:1.0 17352:1.0 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 9353:1.0 9354:1.0 9355:1.0 44:1.0 377:1.0 68474:1.0 100:1.0 2281:1.0 142:1.0 89082:1.0 19711:1.0 19711:1.0 621:1.0 11088:1.0 
11,11:1 34:1.0 2203:1.0 20263:1.0 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 68471:1.0 68472:1.0 68473:1.0 426:1.0 1742:1.0 11147:1.0 178:1.0 54009:0.5 54010:0.5 204:1.0 765:1.0 1832:1.0 3476:1.0 
3,25:1 71:1.0 72:1.0 1167:1.0 5935:1.0 22125:1.0 22126:1.0 22127:1.0 22128:1.0 44:1.0 45:1.0 46:1.0 101:1.0 98:0.5 396:1.0 404:1.0 2919:1.0 22131:1.0 22132:1.0 444:1.0 6543:1.0 6544:1.0 6545:1.0 152:1.0 167:0.5 103669:1.0 22168:1.0 596:0.5 597:0.5 617:1.0 206:1.0 212:1.0 213:1.0 
1,3:1 79:1.0 5940:1.0 22129:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 682:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 22142:1.0 103642:1.0 184:1.0 43965:0.5 43966:0.5 204:1.0 205:1.0 214:1.0 
0,1:1 34:1.0 42:1.0 43:1.0 158:1.0 14300:0.5 215:1.0 3651:1.0 
11,0:1 44:1.0 377:1.0 17174:1.0 2289:1.0 2334:1.0 621:1.0 216:1.0 219:1.0 
11,11:1 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 14186:1.0 14187:1.0 14188:1.0 178:1.0 14300:0.5 218:1.0 
19,25:1 71:1.0 241:1.0 2620:1.0 7499:1.0 7500:1.0 7501:1.0 7502:1.0 7503:1.0 251:1.0 4156:1.0 6957:1.0 379:1.0 101:0.5 389:1.0 395:1.0 404:1.0 3237:1.0 7536:1.0 143:1.0 1406:1.0 7568:1.0 152:1.0 29263:1.0 7124:0.5 7124:0.5 121356:1.0 17276:1.0 7661:1.0 600:0.5 601:0.5 617:1.0 49728:1.0 213:1.0 
9,19:1 248:1.0 7504:1.0 7505:1.0 71:1.0 241:1.0 330:1.0 4149:1.0 6952:1.0 6953:1.0 6954:1.0 6955:1.0 1286:1.0 1287:1.0 1288:1.0 380:1.0 388:1.0 391:0.75 683:0.5 381:0.25 389:1.0 398:1.0 109:1.0 2942:1.0 4499:1.0 7000:1.0 7001:1.0 471:1.0 7040:1.0 7041:1.0 7042:1.0 7043:1.0 17234:1.0 7602:1.0 121333:1.0 1534:0.5 1534:0.5 44742:1.0 7166:1.0 7167:1.0 1116:0.5 1117:0.5 204:1.0 14179:1.0 212:1.0 214:1.0 
9,9:1 248:1.0 4154:1.0 6956:1.0 264:1.0 1276:1.0 1277:1.0 1278:1.0 1279:1.0 1280:1.0 1281:1.0 1282:1.0 831:1.0 3608:1.0 3609:1.0 390:1.0 388:1.0 381:0.6666666666666666 391:0.3333333333333333 104:1.0 398:1.0 957:1.0 1367:1.0 446:1.0 1420:1.0 7083:1.0 7083:1.0 44723:1.0 3636:0.5 3636:0.5 38194:1.0 1590:1.0 1591:1.0 744:0.5 745:0.5 204:1.0 212:1.0 215:1.0 
3,9:1 1283:1.0 1284:1.0 1285:1.0 71:1.0 821:1.0 3600:1.0 3601:1.0 3602:1.0 3603:1.0 3604:1.0 3605:1.0 327:1.0 1891:1.0 13014:1.0 390:1.0 103:1.0 381:0.75 98:0.5 683:0.25 389:1.0 396:1.0 957:1.0 3616:1.0 1026:1.0 2748:1.0 1479:1.0 1479:1.0 38178:1.0 13174:0.5 13174:0.5 78990:1.0 3644:1.0 3645:1.0 744:0.5 745:0.5 204:1.0 212:1.0 216:1.0 
10,3:1 828:1.0 3606:1.0 3607:1.0 71:1.0 317:1.0 353:1.0 645:1.0 646:1.0 647:1.0 648:1.0 649:1.0 275:1.0 296:1.0 297:1.0 105:1.0 388:1.0 391:0.8333333333333334 683:0.6666666666666666 381:0.5 98:0.3333333333333333 103:0.16666666666666666 96:1.0 398:1.0 434:1.0 686:1.0 687:1.0 688:1.0 477:1.0 478:1.0 701:1.0 702:1.0 3634:1.0 3634:1.0 78979:1.0 545:0.5 545:0.5 48883:1.0 13217:1.0 742:1.0 197:0.5 198:0.5 204:1.0 39052:1.0 212:1.0 
7,10:1 324:1.0 650:1.0 651:1.0 264:1.0 265:1.0 288:1.0 289:1.0 290:1.0 291:1.0 292:1.0 293:1.0 44:1.0 377:1.0 9003:1.0 390:1.0 95:1.0 419:1.0 467:1.0 716:1.0 716:1.0 48869:1.0 9071:0.5 9071:0.5 10489:1.0 591:1.0 592:1.0 593:0.5 190:0.5 
7,7:1 272:1.0 294:1.0 295:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1692:1.0 8999:1.0 9000:1.0 9001:1.0 44:1.0 286:1.0 287:1.0 97:1.0 9015:1.0 9027:1.0 509:1.0 509:1.0 10462:1.0 9087:1.0 9088:1.0 9089:0.5 190:0.5 
8,7:1 34:1.0 2203:1.0 9002:1.0 26:1.0 27:1.0 278:1.0 279:1.0 280:1.0 281:1.0 282:1.0 283:1.0 44:1.0 286:1.0 2655:1.0 396:1.0 434:1.0 435:1.0 97658:1.0 7409:1.0 9376:1.0 9050:1.0 9050:1.0 1116:0.5 1117:0.5 204:1.0 774:1.0 212:1.0 1640:1.0 
8,8:1 34:1.0 284:1.0 285:1.0 26:1.0 27:1.0 278:1.0 279:1.0 2650:1.0 2651:1.0 2652:1.0 2653:1.0 92:1.0 841:1.0 7225:1.0 99:1.0 107:1.0 109:1.0 110:1.0 7252:1.0 1407:1.0 1408:1.0 2733:1.0 7316:0.5 7316:0.5 197:0.5 198:0.5 204:1.0 1640:1.0 4403:1.0 
4,8:1 34:1.0 284:1.0 2654:1.0 26:1.0 85:1.0 86:1.0 834:1.0 1917:1.0 7221:1.0 7222:1.0 7223:1.0 44:1.0 377:1.0 9003:1.0 98:1.0 103:0.5 106:1.0 423:1.0 4044:1.0 4045:1.0 7240:1.0 7241:1.0 7260:1.0 7261:1.0 7262:1.0 7263:1.0 7264:1.0 9071:0.5 9071:0.5 111999:1.0 7341:1.0 7342:1.0 1116:0.5 1117:0.5 204:1.0 212:1.0 6802:1.0 
7,4:1 236:1.0 839:1.0 7224:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1692:1.0 8999:1.0 9000:1.0 9001:1.0 100:1.0 9015:1.0 9027:1.0 7291:1.0 7291:1.0 111989:1.0 10500:1.0 178:1.0 9087:1.0 9088:1.0 9089:0.5 190:0.5 14328:1.0 4146:1.0 
9,25:1 57:1.0 1213:1.0 4707:1.0 4708:1.0 4709:1.0 4710:1.0 4711:1.0 4712:1.0 831:1.0 4724:1.0 4725:1.0 104:1.0 891:1.0 1343:1.0 16997:1.0 703:1.0 1739:1.0 7815:1.0 7816:1.0 152:1.0 4863:0.5 4863:0.5 577:0.5 578:0.5 617:1.0 73710:1.0 213:1.0 3131:1.0 
3,9:1 1220:1.0 4713:1.0 4714:1.0 71:1.0 821:1.0 3600:1.0 4717:1.0 4718:1.0 4719:1.0 4720:1.0 4721:1.0 327:1.0 1203:1.0 3196:1.0 103:1.0 99:1.0 107:1.0 423:1.0 4772:1.0 703:1.0 1980:1.0 3375:0.5 3375:0.5 4904:1.0 4905:1.0 744:0.5 745:0.5 204:1.0 212:1.0 214:1.0 3652:1.0 
4,3:1 828:1.0 4722:1.0 4723:1.0 71:1.0 317:1.0 1195:1.0 1196:1.0 3191:1.0 3192:1.0 3193:1.0 3194:1.0 105:1.0 98:1.0 391:0.5 395:1.0 423:1.0 1940:1.0 2547:1.0 3240:1.0 1407:1.0 3282:1.0 3283:1.0 3284:1.0 4828:1.0 4828:1.0 105190:1.0 178:1.0 3423:1.0 3424:1.0 197:0.5 198:0.5 204:1.0 48058:1.0 212:1.0 215:1.0 3651:1.0 
1,25:1 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 251:1.0 315:1.0 9619:1.0 104:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 152:1.0 1751:1.0 9794:0.5 184:1.0 4134:0.5 4135:0.5 1831:1.0 205:1.0 213:1.0 
3,1:1 34:1.0 42:1.0 43:1.0 71:1.0 241:1.0 242:1.0 308:1.0 9614:1.0 9615:1.0 9616:1.0 9617:1.0 327:1.0 328:1.0 329:1.0 103:1.0 387:1.0 107:1.0 423:1.0 424:1.0 436:1.0 9648:1.0 144:1.0 961:1.0 9699:1.0 9700:1.0 158:1.0 554:0.5 554:0.5 39598:1.0 9823:1.0 596:0.5 597:0.5 618:1.0 10658:1.0 212:1.0 214:1.0 
2,3:1 248:1.0 313:1.0 9618:1.0 71:1.0 317:1.0 318:1.0 319:1.0 320:1.0 321:1.0 322:1.0 323:1.0 92:1.0 809:1.0 6191:1.0 105:1.0 379:1.0 103:0.6666666666666666 683:0.3333333333333333 99:1.0 395:1.0 426:1.0 427:1.0 428:1.0 474:1.0 475:1.0 476:1.0 9754:1.0 39595:1.0 8598:0.5 8598:0.5 89613:1.0 2485:1.0 603:1.0 748:0.5 749:0.5 204:1.0 212:1.0 215:1.0 
4,2:1 324:1.0 325:1.0 326:1.0 26:1.0 85:1.0 230:1.0 802:1.0 2530:1.0 6187:1.0 8520:1.0 8521:1.0 350:1.0 4329:1.0 4330:1.0 380:1.0 98:1.0 389:1.0 106:1.0 404:1.0 3494:1.0 8537:1.0 8538:1.0 1026:1.0 8555:1.0 8556:1.0 8557:1.0 518:1.0 518:1.0 89596:1.0 4373:0.5 4373:0.5 8619:1.0 8620:1.0 197:0.5 198:0.5 204:1.0 41492:1.0 4672:1.0 216:1.0 
9,4:1 236:1.0 807:1.0 6190:1.0 264:1.0 340:1.0 341:1.0 4322:1.0 4323:1.0 4324:1.0 4325:1.0 4326:1.0 92:1.0 3720:1.0 3721:1.0 100:1.0 388:1.0 683:0.6666666666666666 98:0.3333333333333333 99:1.0 398:1.0 109:1.0 420:1.0 471:1.0 4347:1.0 8581:1.0 8581:1.0 109698:0.5 109698:0.5 109699:1.0 4388:1.0 4389:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
4,9:1 347:1.0 4327:1.0 4328:1.0 26:1.0 85:1.0 86:1.0 3713:1.0 3714:1.0 3715:1.0 3716:1.0 3717:1.0 327:1.0 7941:1.0 59679:1.0 390:1.0 98:1.0 101:0.5 99:1.0 106:1.0 697:1.0 4503:1.0 30446:1.0 109633:1.0 109634:1.0 109635:1.0 967:1.0 968:1.0 60683:1.0 109644:1.0 109645:1.0 109646:1.0 4361:1.0 4361:1.0 109670:1.0 70646:0.5 70646:0.5 109720:1.0 109721:1.0 1575:0.5 1576:0.5 204:1.0 
4,4:1 236:1.0 3718:1.0 3719:1.0 71:1.0 317:1.0 353:1.0 7934:1.0 19927:1.0 59675:1.0 59676:1.0 59677:1.0 275:1.0 1690:1.0 1691:1.0 100:1.0 98:1.0 391:0.5 96:1.0 106:1.0 399:1.0 4996:1.0 7953:1.0 9123:1.0 70588:1.0 70589:1.0 70590:1.0 70591:1.0 70592:1.0 474:1.0 3267:1.0 9924:1.0 70605:1.0 70606:1.0 70607:1.0 70608:1.0 70609:1.0 70610:1.0 109671:1.0 109671:1.0 1800:0.5 1800:0.5 70666:1.0 70667:1.0 5131:0.5 5132:0.5 204:1.0 
7,4:1 324:1.0 7939:1.0 59678:1.0 264:1.0 265:1.0 288:1.0 1683:1.0 1684:1.0 1685:1.0 1686:1.0 1687:1.0 68:1.0 69:1.0 70:1.0 100:1.0 95:1.0 387:1.0 439:1.0 487:1.0 70624:1.0 70624:1.0 1504:0.5 171:0.5 22912:1.0 1825:1.0 1826:1.0 1827:0.5 190:0.5 
2,7:1 272:1.0 1688:1.0 1689:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 82:1.0 1175:1.0 55737:1.0 97:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 1776:1.0 1776:1.0 22874:1.0 55852:0.5 55852:0.5 55936:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 72:1.0 1167:1.0 1168:1.0 48386:1.0 55733:1.0 55734:1.0 55735:1.0 68:1.0 69:1.0 70:1.0 380:1.0 103:1.0 98:0.5 387:1.0 398:1.0 109:1.0 4047:1.0 4048:1.0 43311:1.0 43312:1.0 55414:1.0 55415:1.0 446:1.0 483:1.0 18220:1.0 26658:1.0 26659:1.0 26660:1.0 55782:1.0 1445:1.0 162:1.0 55922:1.0 1504:0.5 171:0.5 132784:1.0 55876:1.0 55877:1.0 1108:0.5 1109:0.5 204:1.0 21159:1.0 
2,3:1 79:1.0 1173:1.0 55736:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 82:1.0 1868:1.0 14941:1.0 105:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 55816:1.0 55816:1.0 132769:1.0 15008:0.5 15008:0.5 15009:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 72:1.0 1304:1.0 1861:1.0 6453:1.0 14937:1.0 14938:1.0 14939:1.0 327:1.0 328:1.0 329:1.0 380:1.0 103:1.0 98:0.5 387:1.0 4039:1.0 4040:1.0 4041:1.0 3247:1.0 5971:1.0 14953:1.0 148:1.0 1994:1.0 14964:1.0 1445:1.0 162:1.0 14979:1.0 554:0.5 554:0.5 15034:1.0 15035:1.0 748:0.5 749:0.5 204:1.0 6119:1.0 212:1.0 1640:1.0 
2,3:1 79:1.0 1866:1.0 14940:1.0 71:1.0 317:1.0 318:1.0 319:1.0 320:1.0 321:1.0 322:1.0 323:1.0 350:1.0 6220:1.0 6221:1.0 105:1.0 379:1.0 103:0.6666666666666666 683:0.3333333333333333 389:1.0 395:1.0 426:1.0 427:1.0 428:1.0 474:1.0 475:1.0 476:1.0 14980:1.0 14980:1.0 6360:0.5 6360:0.5 2485:1.0 603:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
9,2:1 324:1.0 325:1.0 326:1.0 264:1.0 340:1.0 672:1.0 6213:1.0 6214:1.0 6215:1.0 6216:1.0 6217:1.0 92:1.0 841:1.0 860:1.0 380:1.0 388:1.0 99:1.0 398:1.0 429:1.0 430:1.0 431:1.0 6245:1.0 6246:1.0 6247:1.0 477:1.0 6278:1.0 6279:1.0 6280:1.0 6281:1.0 6282:1.0 518:1.0 518:1.0 6398:1.0 6399:1.0 1575:0.5 1576:0.5 204:1.0 
4,9:1 347:1.0 6218:1.0 6219:1.0 26:1.0 85:1.0 86:1.0 834:1.0 835:1.0 856:1.0 1666:1.0 1667:1.0 853:1.0 3145:1.0 3146:1.0 390:1.0 98:1.0 103:0.5 96:1.0 106:1.0 441:1.0 2926:1.0 28524:1.0 28525:1.0 80496:1.0 144:1.0 6843:1.0 6844:1.0 13087:1.0 96240:1.0 96241:1.0 96242:1.0 6318:1.0 6318:1.0 3353:0.5 3353:0.5 1108:0.5 1109:0.5 204:1.0 212:1.0 
7,4:1 236:1.0 839:1.0 859:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 251:1.0 2899:1.0 2900:1.0 100:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 889:1.0 3225:1.0 3269:1.0 3032:0.5 3032:0.5 21110:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 
13,7:1 850:1.0 3143:1.0 3144:1.0 71:1.0 241:1.0 298:1.0 2892:1.0 2893:1.0 2894:1.0 2895:1.0 2896:1.0 68:1.0 69:1.0 70:1.0 97:1.0 888:1.0 388:0.75 391:0.5 381:0.25 387:1.0 891:1.0 109:1.0 2942:1.0 2943:1.0 703:1.0 2977:1.0 2978:1.0 3309:1.0 3309:1.0 21076:1.0 1504:0.5 171:0.5 16613:1.0 3064:1.0 3065:1.0 748:0.5 749:0.5 204:1.0 21488:1.0 
2,13:1 248:1.0 2897:1.0 2898:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 1223:1.0 23532:1.0 23533:1.0 890:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 3002:1.0 3002:1.0 16588:1.0 36390:0.5 36390:0.5 36391:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 57:1.0 1213:1.0 7775:1.0 23525:1.0 23526:1.0 23527:1.0 23528:1.0 23529:1.0 1858:1.0 4740:1.0 4741:1.0 380:1.0 103:1.0 1329:1.0 107:1.0 109:1.0 2934:1.0 2935:1.0 16513:1.0 16514:1.0 16515:1.0 16516:1.0 36360:1.0 967:1.0 3826:1.0 11646:1.0 18884:1.0 36367:1.0 36368:1.0 36369:1.0 36370:1.0 1445:1.0 162:1.0 36379:1.0 4872:0.5 4872:0.5 36401:1.0 36402:1.0 16631:0.5 16632:0.5 204:1.0 43578:1.0 
10,3:1 1220:1.0 23530:1.0 23531:1.0 57:1.0 1848:1.0 2630:1.0 4733:1.0 4734:1.0 4735:1.0 4736:1.0 4737:1.0 831:1.0 7792:1.0 10686:1.0 105:1.0 391:1.0 104:1.0 685:1.0 399:1.0 415:1.0 2689:1.0 2690:1.0 4776:1.0 4777:1.0 130:1.0 2314:1.0 2315:1.0 4798:1.0 4799:1.0 4800:1.0 36380:1.0 36380:1.0 10789:0.5 10789:0.5 4912:1.0 4913:1.0 1575:0.5 1576:0.5 204:1.0 212:1.0 
3,10:1 1855:1.0 4738:1.0 4739:1.0 71:1.0 821:1.0 1261:1.0 7785:1.0 10681:1.0 10682:1.0 10683:1.0 10684:1.0 251:1.0 1184:1.0 25234:1.0 1330:1.0 103:1.0 389:1.0 106:1.0 1372:1.0 6823:1.0 6824:1.0 10710:1.0 446:1.0 1403:1.0 9380:1.0 9381:1.0 4837:1.0 4837:1.0 25292:0.5 25292:0.5 10811:1.0 10812:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
9,3:1 828:1.0 7790:1.0 10685:1.0 71:1.0 241:1.0 298:1.0 1177:1.0 14745:1.0 25230:1.0 25231:1.0 25232:1.0 350:1.0 1884:1.0 1885:1.0 105:1.0 388:1.0 391:0.5 389:1.0 398:1.0 423:1.0 7969:1.0 12796:1.0 14756:1.0 14757:1.0 25241:1.0 25242:1.0 703:1.0 1980:1.0 1981:1.0 1982:1.0 25248:1.0 25249:1.0 25250:1.0 10759:1.0 10759:1.0 2059:0.5 2059:0.5 107420:1.0 90603:1.0 25315:1.0 1108:0.5 1109:0.5 204:1.0 
9,9:1 248:1.0 1182:1.0 25233:1.0 264:1.0 340:1.0 1876:1.0 1877:1.0 1878:1.0 1879:1.0 1880:1.0 1881:1.0 92:1.0 3152:1.0 18212:1.0 390:1.0 388:1.0 683:0.75 101:0.5 391:0.25 387:1.0 398:1.0 1355:1.0 1948:1.0 1415:1.0 1989:1.0 25267:1.0 25267:1.0 107393:1.0 18250:0.5 18250:0.5 113197:1.0 2093:1.0 2094:1.0 744:0.5 745:0.5 204:1.0 774:1.0 
5,9:1 347:1.0 1882:1.0 1883:1.0 26:1.0 85:1.0 1245:1.0 2523:1.0 2524:1.0 18208:1.0 18209:1.0 18210:1.0 92:1.0 841:1.0 1682:1.0 390:1.0 379:1.0 99:1.0 395:1.0 423:1.0 7969:1.0 18213:1.0 18214:1.0 18215:1.0 446:1.0 483:1.0 18220:1.0 18221:1.0 18222:1.0 2028:1.0 2028:1.0 113185:1.0 85911:0.5 85911:0.5 18269:1.0 18270:1.0 1116:0.5 1117:0.5 204:1.0 2520:1.0 
